,Country,Total.Library.Size,No.TV.Show,No.Movies,Cost.per.Title...Basic....,Cost.per.Title...Standard....,Cost.per.Title...Premium....,Library.Size...Color,Cost.per.Title...Basic...Color,Cost.per.Title...Standard...Color,Cost.per.Title...Premium...Color,x1960,x1961,x1962,x1963,x1964,x1965,x1966,x1967,x1968,x1969,x1970,x1971,x1972,x1973,x1974,x1975,x1976,x1977,x1978,x1979,x1980,x1981,x1982,x1983,x1984,x1985,x1986,x1987,x1988,x1989,x1990,x1991,x1992,x1993,x1994,x1995,x1996,x1997,x1998,x1999,x2000,x2001,x2002,x2003,x2004,x2005,x2006,x2007,x2008,x2009,x2010,x2011,x2012,x2013,x2014,x2015,x2016,x2017,x2018,x2019,g2020,g2021,g2022,g2023,Cost
1,Albania,6705,2552,4153,0.00081,0.00065,4.00E-04,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1857337995,1897050117,2097326250,2080796250,2051236250,2253090000,2028553750,1099559028,652174990.8,1185315468,1880950864,2392764853,3199640815,2258513974,2545964541,3212121651,3480355258,3922100794,4348068242,5611496257,7184685782,8052077248,8896075005,10677324853,12881352894,12044205550,11926926616,12890760315,12319834195,12776224497,13228147516,11386853113,11861199831,13019726212,15156424015,15401826127,15162734205,17930565119,18916378861,22977677861,8.61
2,Algeria,5969,2468,3501,0.00067,0.00059,0.00045,0,0,0,0,2723615451,2434747056,2001444544,2702982018,2909316435,3136284307,3039859187,3370870376,3852147027,4257253264,4863526897,5077183094,6766743957,8707858912,13209871626,15557902754,17728240932,20972113685,26364491313,33243706860,42345829079,44348590461,45207167470,48801369800,53698548293,57937868670,63692007897,66745818375,59089396860,55634721573,62048507531,45715676428,48003133347,49945584453,42543176829,41764291672,46941554225,48177612042,48187781984,48640671735,54790398570,59413400924,61516103406,73482264191,91913680985,1.07E+11,1.23E+11,1.42E+11,1.80E+11,1.50E+11,1.78E+11,2.18E+11,2.27E+11,2.30E+11,2.39E+11,1.87E+11,1.81E+11,1.90E+11,1.95E+11,1.93E+11,1.65E+11,1.86E+11,2.26E+11,2.40E+11,7.99
3,Andorra,6702,2302,4400,0.00129,0.00118,0.00082,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78617711.1,89406608.15,113414397.4,150841639.3,186557082,220112572.2,227283850.8,253997897.2,308020261.2,411548748.4,446377776.8,388983266.2,375914743.6,327850042.5,330073080.6,346742714.7,481996012.9,611299924.5,721425939.2,795489582,1028989692,1106891362,1209992020,1007090270,1017544069,1178745283,1224024139,1180645572,1211953994,1240295103,1432606189,1548265808,1764279824,2366941809,2900245324,3161084091,3459337986,3957625367,4102319399,3688976341,3449925739,3629133574,3188652765,3193512950,3271685597,2789881259,2896610480,3000162081,3218419897,3155149348,2891001149,3324683012,3380602043,3727673593,14
4,Argentina,6702,2609,4093,7.00E-04,0.00058,0.00039,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.09E+11,1.13E+11,88416666667,1.06E+11,1.09E+11,1.27E+11,76629657864,1.41E+11,1.90E+11,2.29E+11,2.37E+11,2.57E+11,2.58E+11,2.72E+11,2.93E+11,2.99E+11,2.84E+11,2.84E+11,2.69E+11,97724004252,1.28E+11,1.65E+11,1.99E+11,2.33E+11,2.88E+11,3.62E+11,3.33E+11,4.24E+11,5.30E+11,5.46E+11,5.52E+11,5.26E+11,5.95E+11,5.58E+11,6.44E+11,5.25E+11,4.48E+11,3.86E+11,4.88E+11,6.31E+11,6.41E+11,3.57
5,Australia,7120,2693,4427,0.00104,9.00E-04,0.00062,1,0,0,1,18606562977,19682883149,19922563188,21539843446,23801123808,25976164156,27307844369,30442724871,32714085234,36683365869,41333606613,45216647235,52040887850,63830877643,88963890936,97303017889,1.05E+11,1.10E+11,1.18E+11,1.35E+11,1.50E+11,1.77E+11,1.94E+11,1.77E+11,1.94E+11,1.81E+11,1.82E+11,1.89E+11,2.36E+11,3.00E+11,3.11E+11,3.26E+11,3.26E+11,3.12E+11,3.23E+11,3.68E+11,4.01E+11,4.36E+11,4.00E+11,3.90E+11,4.16E+11,3.80E+11,3.96E+11,4.68E+11,6.15E+11,6.96E+11,7.48E+11,8.55E+11,1.06E+12,9.29E+11,1.15E+12,1.40E+12,1.55E+12,1.58E+12,1.47E+12,1.35E+12,1.21E+12,1.33E+12,1.43E+12,1.39E+12,1.33E+12,1.56E+12,1.69E+12,1.72E+12,11.19
6,Austria,7904,2571,5333,0.0011,0.00089,0.00062,1,0,0,1,6650133915,7375454614,7823686765,8447136820,9249879079,10081145818,10982543233,11680319625,12549016579,13701141219,15373005557,17858486067,22059612477,29515467707,35189299912,40059206763,42959976222,51545758888,62052259073,73937296963,82058912997,71034228443,71275287570,72121016547,67985344887,69386774408,99036164939,1.24E+11,1.33E+11,1.33E+11,1.66E+11,1.74E+11,1.95E+11,1.90E+11,2.04E+11,2.41E+11,2.37E+11,2.13E+11,2.18E+11,2.17E+11,1.97E+11,1.98E+11,2.14E+11,2.62E+11,3.01E+11,3.16E+11,3.36E+11,3.89E+11,4.32E+11,4.02E+11,3.92E+11,4.32E+11,4.09E+11,4.30E+11,4.43E+11,3.82E+11,3.96E+11,4.17E+11,4.55E+11,4.45E+11,4.35E+11,4.79E+11,4.71E+11,5.16E+11,14
7,Bahrain,6360,2481,3879,0.00126,0.00082,0.00062,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,391577364.8,422181562.1,534081183.6,761132544.6,1042176883,1099107600,1581709519,1989060283,2272042966,2710160740,3493834467,3943109532,4145421080,4247030467,4440874567,4152376484,3470746844,3856922695,4209834174,4393093962,4809511005,5248911170,5402232447,5913001064,6330627926,6651180851,6938166755,7219407713,7031309043,7528469149,9062898936,8976196809,9593510638,11074813830,13150159574,15968723404,18504760638,2.17E+10,25710904255,22938218085,25713271277,28776595745,30749308511,32539468085,33387712766,31125851064,32250132979,35423643617,37802005319,38653318085,34621807713,39288670213,44383297872,4.32E+10,10.49
8,Belgium,7561,2297,5264,0.00143,0.00107,0.00072,1,1,1,1,11810619368,12561701694,13436827167,14445805381,16168044450,17597783297,18894891312,20252508995,21654856965,24019653475,26706196047,29821661870,37209418019,47743801490,56033077879,65678189097,71113882968,82839905459,1.01E+11,1.16E+11,1.27E+11,1.05E+11,92095926188,87184239053,83349530159,86268264148,1.20E+11,1.49E+11,1.62E+11,1.64E+11,2.05E+11,2.11E+11,2.35E+11,2.25E+11,2.45E+11,2.88E+11,2.79E+11,2.53E+11,2.59E+11,2.58E+11,2.37E+11,2.37E+11,2.58E+11,3.18E+11,3.69E+11,3.86E+11,4.08E+11,4.71E+11,5.17E+11,4.83E+11,4.81E+11,5.23E+11,4.96E+11,5.22E+11,5.35E+11,4.62E+11,4.76E+11,5.03E+11,5.43E+11,5.36E+11,5.26E+11,6.01E+11,5.84E+11,6.32E+11,14.54
9,Bermuda,7125,2691,4434,0.00126,0.00091,0.00056,1,1,0,0,84466652.59,89249985.13,94149984.31,96366650.61,107566648.7,114339050.3,134173375.3,155102980.1,1.50E+08,164900000,186300000,211100000,235400000,269500000,312600000,3.45E+08,386300000,4.47E+08,475800000,517200000,613299968,739100032,785500032,889400000,985699968,1039500032,1173500032,1296499968,1415100032,1501500032,1592400000,1634900000,1679900000,1820359900,1867160100,2030750000,2695390000,2932827000,3130748000,3324433000,3480219000,3680483000,3937228000,4186525000,4484703000,4868136000,6.14E+09,6.77E+09,6.98E+09,6.66E+09,6634526000,6312691000,6378188000,6465756000,6413988000,6654541000,6899911000,7142316000,7225977000,7423465000,6887147000,7286607000,7827980000,NA,12.99
10,Bolivia,6520,2606,3914,0.00061,0.00046,0.00031,1,0,0,0,373250000,4.06E+08,443916666.7,4.78E+08,538583333.3,598333333.3,662500000,748250000,849333333.3,920333333.3,1006833333,1084666667,1286153846,1263600000,2101300000,2405900000,2733350000,3229050000,3760100000,4510500000,4450368037,5778487837,5600385568,5414008064,6169304492,5377276657,3959383520,4347956338,4597611710,4715973437,4867582598,5343262457,5643868749,5734699489,5981222859,6715161732,7396949126,7925736821,8497494652,8285064435,8397855485,8141516928,7905485146,8082399640,8773451752,9549122905,11451844902,13120108008,16674276286,17339992194,19649723722,23963164697,27084497482,30659338886,32996188017,33000198249,33941126194,37508642171,40287647931,40895322851,36629843806,40406111693,44008282880,45849832906,5.99
11,Brazil,6783,2572,4211,7.00E-04,0.00061,0.00041,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.26E+11,3.85E+11,3.43E+11,3.28E+11,3.68E+11,5.25E+11,7.69E+11,8.50E+11,8.83E+11,8.64E+11,6.00E+11,6.55E+11,5.60E+11,5.10E+11,5.58E+11,6.69E+11,8.92E+11,1.11E+12,1.40E+12,1.70E+12,1.67E+12,2.21E+12,2.62E+12,2.47E+12,2.47E+12,2.46E+12,1.80E+12,1.80E+12,2.06E+12,1.92E+12,1.87E+12,1.48E+12,1.67E+12,1.95E+12,2.17E+12,8.1
12,Bulgaria,8300,2653,5647,0.00065,0.00052,0.00033,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19839230769,1.99E+10,1.93E+10,16563666667,17594944444,17155421053,20249294118,2.81E+10,22555941176,21988444444,20632090909,10943548387,10350515464,10832064942,9697416974,18991484420,12294964838,11316127379,15031055047,13627325461,13245990274,14183446026,16403043850,21144957990,26157743369,29868657858,34380536496,44432811756,54480684188,52023801230,50760929303,57737040780,54288135059,55852123990,57157782910,50811995689,53964253212,59309748166,66370132238,68881010246,70368758395,84041493016,90346169915,1.02E+11,8.61
13,Canada,7176,2583,4593,0.00102,0.00084,0.00054,1,0,0,0,40563768947,41038192838,42336211556,45140337827,49503663836,54649410479,61252415405,65856924424,72048833006,79405011125,88192257632,99606454744,1.13E+11,1.32E+11,1.61E+11,1.74E+11,2.07E+11,2.12E+11,2.19E+11,2.44E+11,2.75E+11,3.07E+11,3.15E+11,3.42E+11,3.57E+11,3.66E+11,3.79E+11,4.33E+11,5.09E+11,5.67E+11,5.96E+11,6.13E+11,5.94E+11,5.79E+11,5.80E+11,6.06E+11,6.31E+11,6.55E+11,6.34E+11,6.78E+11,7.45E+11,7.39E+11,7.61E+11,8.96E+11,1.03E+12,1.17E+12,1.32E+12,1.47E+12,1.55E+12,1.37E+12,1.62E+12,1.79E+12,1.83E+12,1.85E+12,1.81E+12,1.56E+12,1.53E+12,1.65E+12,1.73E+12,1.74E+12,1.66E+12,2.01E+12,2.16E+12,2.14E+12,12.13
14,Chile,6529,2607,3922,0.0011,0.00077,5.00E-04,1,0,0,0,4.11E+09,4829238095,5631285444,5591307028,5964195925,6108679126,7162633082,7057478295,7192102967,8359596194,9144112431,10876091408,11833904488,16826390944,16209693232,7621570062,10338624019,13965595122,15992038535,21806136346,29036709872,34509878044,19529291465,20362016672,19671768024,17717662228,18897110626,22250729667,26042571616,29936735491,33137824762,37846188228,45949608552,49287378599,56998601184,73444831671,78584098983,85741415285,81990010704,75578685736,78339750722,71574739561,70264045939,76492579644,99075985773,1.22E+11,1.54E+11,1.72E+11,1.80E+11,1.72E+11,2.17E+11,2.51E+11,2.67E+11,2.77E+11,2.60E+11,2.42E+11,2.49E+11,2.76E+11,2.96E+11,2.78E+11,2.54E+11,3.16E+11,3.02E+11,3.36E+11,9.58
15,Colombia,6462,2585,3877,0.00065,0.00052,0.00038,1,0,0,0,4031152977,4540447761,4955538219,4836166667,5973366667,5760761905,5428518519,5825170438,5960212869,6450175214,7198360460,7820380971,8671358733,10315760000,12370029584,13098633902,15341403660,19470960619,23263511958,27940411250,33400735644,36388366869,38968039722,38729822782,38253120738,34894419443,34942489684,36373307085,39212550050,39540080200,47844090710,49637993949,58394443378,66474101301,81705497617,92495970511,97153389011,1.07E+11,98486358581,86278947637,99875074951,98200641203,97945812803,94644969157,1.17E+11,1.46E+11,1.62E+11,2.06E+11,2.43E+11,2.32E+11,2.86E+11,3.35E+11,3.71E+11,3.82E+11,3.81E+11,2.93E+11,2.83E+11,3.12E+11,3.34E+11,3.23E+11,2.70E+11,3.19E+11,3.45E+11,3.64E+11,6.75
16,Costa Rica,6626,2605,4021,0.00136,0.00098,6.00E-04,1,1,1,0,507513830,490325181.6,479180824.3,511902136.8,542578367.2,592981162.3,647305630.2,699456618.9,773841494.3,853630203.8,984830158.5,1077147538,1238251696,1528925846,1666544754,1960863466,2412555426,3072427013,3523208810,4035519323,4831447001,2623803096,2606623555,3146772631,3660477856,3919203960,4418983871,4532952047,4614629898,5251025767,5711687787,7196276092,8564041916,9582868487,10486787008,11578594260,11678424507,12614602382,13684255947,14254866281,15013629659,15976174337,16578820687,17271760507,18610594846,20040642477,22715540325,26884700345,30801744882,30745714313,37658614804,42762613700,47231655431,50949668841,52016408952,56441920821,58847019610,60516044657,62420164992,64417670521,62395610760,64960725734,69243626029,86497941439,12.99
17,Croatia,6864,1475,5389,0.00079,0.00063,0.00039,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25650213159,18760386775,10621169291,11259647874,15062911617,22778296981,24147533317,24172615137,25885224249,23770693687,22128414549,23062561237,26757989561,35256066456,41855195585,45025679590,49601653625,59320099745,68526332324,62093280554,58836405999,62772620899,57411354938,59589170668,59489433515,51011170112,52740059263,56322449844,61861145806,61867157679,58221300898,69602166351,71997070660,82688842717,8.61
18,Czech Republic,7531,1904,5627,0.00113,0.00073,0.00045,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40728950705,29859921159,34805013230,40866748705,47850203856,60147174077,67387788633,62180159376,66807429711,65173130995,61828166496,67808032980,82196001051,1.00E+11,1.20E+11,1.37E+11,1.56E+11,1.90E+11,2.37E+11,2.07E+11,2.09E+11,2.30E+11,2.09E+11,2.12E+11,2.09E+11,1.88E+11,1.96E+11,2.19E+11,2.49E+11,2.53E+11,2.46E+11,2.82E+11,2.91E+11,3.31E+11,11.42
19,Denmark,7401,2210,5191,0.00155,0.00112,0.00073,1,1,1,1,6361166313,7058360972,7953274452,8466044672,9677400985,10870670470,11931739859,13059064375,13505573867,15414902267,17075457600,19085731252,23232379952,30730626663,34160444798,40474406216,44575892473,49784338519,60362931854,70366241969,71127528700,61877813965,60412844679,60644782176,59105236854,62658568287,88078760104,1.09E+11,1.16E+11,1.12E+11,1.38E+11,1.39E+11,1.53E+11,1.43E+11,1.56E+11,1.85E+11,1.88E+11,1.74E+11,1.77E+11,1.78E+11,1.64E+11,1.65E+11,1.79E+11,2.18E+11,2.51E+11,2.64E+11,2.83E+11,3.19E+11,3.53E+11,3.21E+11,3.22E+11,3.44E+11,3.27E+11,3.44E+11,3.53E+11,3.03E+11,3.13E+11,3.32E+11,3.57E+11,3.46E+11,3.55E+11,4.06E+11,4.00E+11,4.04E+11,16.46
20,Ecuador,6607,2604,4003,0.00076,6.00E-04,0.00042,1,0,0,0,2069464937,1753850955,1518207704,1824343870,2244146103,2387047396,2429308639,2553595172,2582179864,3112165727,2862503139,2754219271,3185986087,3891754150,6599257044,7731674472,9091921030,11026342618,11922497876,14175160902,17881508242,21810759354,19929846396,17152477037,16912509092,17149088413,15314138472,13945426859,13051881851,13890823705,15239272612,16988535268,18094238119,18938717359,22708673337,24432884442,25226393197,28162053027,27981896948,19645272636,17539454727,23127055000,27054197000,30965208000,35194947000,40278849000,45690762000,49848725000,61139438000,60094978000,68151329000,78986648000,87735048000,96570334000,1.03E+11,97209558000,97671433000,1.04E+11,1.07E+11,1.08E+11,95865472000,1.07E+11,1.17E+11,1.19E+11,7.99
21,El Salvador,6451,2603,3848,0.00077,0.00062,0.00043,1,0,0,0,NA,NA,NA,NA,NA,877720000,929520000,976200000,1009760100,1049400000,1132920000,1186120000,1263720000,1442320000,1665880000,1884120100,2328280100,2941640100,3127960000,3463639900,3573959900,3437200200,3399189100,3506347800,3661683400,3800368600,3771663200,3958045800,4189880000,4372215300,4817542204,5252342400,5813399300,6680269200,7679384000,8921947100,9586327800,10221705900,10936669900,11284197000,11784927700,12282533600,12664190300,13243892200,13724810900,1.47E+10,15999890000,17011750000,17986890000,17601620000,18447920000,20283780000,21386150000,21990960000,22593470000,23438240000,24191430000,24979190000,26020850000,26881140000,24921190000,29043140000,31988920000,34015620000,7.99
22,Equatorial Guinea,2309,1478,831,0.00173,0.00173,0.00108,0,1,1,1,NA,NA,9122751.453,10840095.13,12712471.4,64748333.33,69110000,72317446.93,67514285.71,67225714.29,66331428.57,64946954.76,65429198.24,81203226.91,94159862.71,104295643.4,103653049.9,103987520.1,NA,NA,50642880.77,36731422.85,44294647.73,44442456.95,50320914.41,62118569.97,76407395.87,93345859.53,100534656.9,88265974.86,112119411.5,110906028.5,134707183.8,136047906.2,100807002.5,141853360.9,232463022.8,442337870.7,370687634.4,621117885.7,1045998496,1461139022,1806742742,2484745935,4410764339,8217369093,10086528699,13071718759,19749893536,15027795173,16314443436,21357343669,22388344144,21948834284,21765453082,13185496881,11240808848,12200913879,13097012134,11364133550,9893816008,12215878033,13486788879,12116922539,7.99
23,Estonia,8245,2638,5607,0.00105,0.00066,0.00039,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4013091682,4123011420,4502970889,4786018988,5154420649,5674080543,5756912266,5686579748,6254649539,7367975888,9874013098,12145911801,14106790200,17022870405,22449129483,24341678629,19633031398,19523477326,23213994093,23019150071,25115753366,26634083965,22890762090,24072829277,26924385103,30624720196,31290453294,31330419851,36864792512,37921480882,40744848828,10.76
24,Fiji,2321,2,2319,0.00172,0.00172,0.00108,0,1,1,1,112328422.1,116987784.9,122906435,129454728.6,140032741.5,147084750,150603925.5,162625885.9,166952937.1,182182067.7,219878482.2,247749327.7,316656648.7,425950487.5,558587097.4,684282434.4,694540806.4,719501765.8,829267889.4,1019691460,1202618816,1235626771,1194059943,1123085190,1178000678,1141168944,1290267340,1177947965,1110009523,1182660266,1337017559,1383883250,1532411039,1636101247,1825732093,1970301486,2128696644,2090221137,1653146717,1936459986,1678219508,1652462023,1833279985,2300492465,2708078477,2980403845,3076305453,3378314600,3523185920,2870624636,3140166713,3779411899,3972028104,4189967999,4857104769,4682479894,4930213644,5353469174,5581425327,5444407198,4432466220,4305031650,4979979531,5494797541,7.99
25,Finland,7325,2181,5144,0.00118,0.00089,0.00059,1,1,0,0,5279011362,5983900493,6407225035,6958296429,7848288358,8679620317,9305312888,9467428626,8915770473,10176617905,11357516988,12527405513,14743186120,19472363467,24848821490,29472623242,31849513771,33499799321,36256160289,44465255686,53645202423,52448332874,52797582336,50973526900,52888800950,55875863392,73531550551,91594751792,1.09E+11,1.19E+11,1.41E+11,1.28E+11,1.13E+11,89214114708,1.03E+11,1.34E+11,1.32E+11,1.27E+11,1.34E+11,1.35E+11,1.26E+11,1.30E+11,1.40E+11,1.72E+11,1.97E+11,2.05E+11,2.17E+11,2.56E+11,2.86E+11,2.53E+11,2.49E+11,2.76E+11,2.58E+11,2.71E+11,2.75E+11,2.35E+11,2.41E+11,2.56E+11,2.76E+11,2.69E+11,2.72E+11,2.96E+11,2.82E+11,3.00E+11,12.92
26,France,7558,2549,5009,0.00158,0.00097,0.00072,1,1,1,1,62225478001,67461644222,75607529810,84759195106,94007851047,1.02E+11,1.10E+11,1.19E+11,1.30E+11,1.42E+11,1.48E+11,1.66E+11,2.03E+11,2.64E+11,2.86E+11,3.61E+11,3.72E+11,4.10E+11,5.07E+11,6.14E+11,7.01E+11,6.16E+11,5.85E+11,5.60E+11,5.31E+11,5.53E+11,7.71E+11,9.34E+11,1.02E+12,1.03E+12,1.27E+12,1.27E+12,1.40E+12,1.32E+12,1.39E+12,1.60E+12,1.61E+12,1.45E+12,1.50E+12,1.49E+12,1.37E+12,1.38E+12,1.50E+12,1.84E+12,2.12E+12,2.20E+12,2.32E+12,2.66E+12,2.93E+12,2.70E+12,2.65E+12,2.87E+12,2.68E+12,2.81E+12,2.86E+12,2.44E+12,2.47E+12,2.60E+12,2.79E+12,2.73E+12,2.65E+12,2.96E+12,2.78E+12,3.03E+12,14.54
27,French Polynesia,5660,2514,3146,0.00159,0.00106,0.00062,0,1,1,1,NA,NA,NA,NA,NA,176534588.4,215659453.6,220984367.6,259590074.5,242943783.1,254036000.8,296865513.7,326433558.1,431252938.1,555340842.9,690323388.5,732288906.3,793196378.7,1005569835,1215032464,1320416025,1234743073,1235897958,1284180701,1325515445,1448281228,2212028300,2677977163,2723496362,2731683484,3320159522,3410078968,3713785765,3544608548,3676123788,4186994249,4166072830,3762859093,3903186593,3911602004,3599845480,3573808556,3965405553,4927780607,5564109982,5705052135,5877997980,6631156406,7136741422,6584557974,6086644799,6203940037,5692858099,6031827123,6151996561,5325846362,5497036477,5833352693,6135116253,6022276196,5792545871,6150640646,5814661209,NA,11.99
28,Germany,7940,2580,5360,0.00109,0.00095,0.00068,1,0,1,1,84310950194,96205728658,1.06E+11,1.12E+11,1.23E+11,1.34E+11,1.43E+11,1.45E+11,1.56E+11,1.77E+11,2.16E+11,2.50E+11,3.00E+11,3.98E+11,4.45E+11,4.91E+11,5.20E+11,6.00E+11,7.40E+11,8.81E+11,9.50E+11,8.00E+11,7.77E+11,7.71E+11,7.25E+11,7.33E+11,1.05E+12,1.30E+12,1.40E+12,1.40E+12,1.77E+12,1.87E+12,2.13E+12,2.07E+12,2.21E+12,2.59E+12,2.50E+12,2.21E+12,2.24E+12,2.19E+12,1.95E+12,1.95E+12,2.08E+12,2.50E+12,2.81E+12,2.85E+12,2.99E+12,3.43E+12,3.75E+12,3.41E+12,3.40E+12,3.75E+12,3.53E+12,3.73E+12,3.89E+12,3.36E+12,3.47E+12,3.69E+12,3.97E+12,3.89E+12,3.89E+12,4.28E+12,4.08E+12,4.46E+12,14
29,Ghana,2349,1504,845,0.0017,0.0017,0.00106,0,1,1,1,1223943662,1309859155,1390140845,1549295775,1740845070,2064788732,2138028169,1748837209,1666666667,1961764706,2214705882,2427184466,2116541353,3018103448,2894409938,2810106383,2765254237,3189428571,3662478185,4020227920,4445228216,4222441860,4035994398,4057275132,4412279843,4504306723,5735677434,5074829932,5197765032,5251858440,5889106573,6603185268,6416103926,5968922939,5446383727,6464382808,6932991739,6891443192,7482069162,7718109982,4982850662,5314872854,6166197848,7632723556,8881417907,10744568381,20885037597,24827339138,28679383241,26048720006,32197655567,39336668081,41271701061,62824629066,54783319817,49406010054,56164929305,60405924079,67298914624,68337969248,70043095504,79524421861,74263364042,76370394412,7.99
30,Gibraltar,7209,2729,4480,0.0012,0.00098,0.00068,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14
31,Greece,7496,2112,5384,0.00115,0.00079,0.00051,1,0,0,0,4335191696,4961399303,5213043168,5895281432,6669669850,7689148374,8591522487,9275600800,10090674767,11615655895,13139863636,14591750000,16885511364,22347848101,25351306818,28525876727,31152835821,36176234968,44270204082,54481876725,56829664269,52346506765,54617989796,49428873839,48020024184,47820851221,56379593476,65652750377,76261277925,79169043223,97891092003,1.05E+11,1.16E+11,1.09E+11,1.17E+11,1.37E+11,1.46E+11,1.43E+11,1.44E+11,1.43E+11,1.30E+11,1.36E+11,1.55E+11,2.02E+11,2.41E+11,2.48E+11,2.74E+11,3.19E+11,3.56E+11,3.31E+11,2.97E+11,2.83E+11,2.42E+11,2.39E+11,2.35E+11,1.96E+11,1.93E+11,2.00E+11,2.12E+11,2.05E+11,1.88E+11,2.15E+11,2.18E+11,2.38E+11,11.84
